Umag,Ts,Ta,alphan,sigmat,theta,phi,panang,Cd
6.045645000000000437e+03,3.353301000000000158e+02,1.761852000000000089e+03,3.537892999999999732e-01,1.983330000000000093e-01,-1.002263000000000043e-01,-1.445899000000000045e+00,9.000000000000000000e+01,4.692211999999999605e+00
5.929354999999999563e+03,3.408292000000000144e+02,1.401426999999999907e+03,5.865696999999999717e-01,8.248689000000000160e-01,-2.521515999999999758e-01,-1.264936000000000060e+00,8.000000000000000000e+01,4.274695000000000356e+00
9.341144000000000233e+03,4.776480000000000246e+02,1.784311999999999898e+03,7.280624999999999458e-01,6.988446000000000380e-01,2.368632999999999988e-01,6.341974000000000222e-01,1.000000000000000000e+01,2.712673000000000112e+00
8.552045000000000073e+03,4.772366000000000099e+02,1.995279999999999973e+03,4.477617999999999876e-01,6.059947999999999724e-02,-2.887176000000000187e+00,-1.134271000000000029e+00,4.000000000000000000e+01,1.076235000000000053e+00
6.131872999999999593e+03,1.001963999999999970e+02,1.522296000000000049e+03,6.273605999999999627e-02,9.229720000000000146e-01,-2.417286999999999908e-01,-3.569070999999999771e-01,6.000000000000000000e+01,4.278471999999999831e+00
9.174561999999999898e+03,3.593278000000000247e+02,1.394083000000000084e+03,8.370624000000000120e-02,9.015060000000000295e-01,-2.088836999999999833e+00,9.472686999999999635e-01,8.000000000000000000e+01,4.435731999999999786e+00
8.994597999999999956e+03,2.229581000000000017e+02,4.376374000000000137e+02,7.778604000000000074e-01,8.235487000000000224e-01,-9.761212999999999695e-01,1.298804000000000070e+00,1.000000000000000000e+01,2.075330000000000119e+00
9.118746999999999389e+03,1.476819999999999879e+02,2.829515000000000100e+02,1.220722999999999947e-01,4.886474000000000095e-01,3.279514000000000040e-02,1.385722000000000065e-01,6.000000000000000000e+01,2.482997999999999816e+00
7.404018000000000029e+03,3.266052999999999997e+02,1.698992999999999938e+03,3.304002000000000328e-02,9.496814999999999563e-01,-1.264888999999999930e+00,9.153769000000000489e-01,7.000000000000000000e+01,5.785835999999999757e+00
8.941236999999999171e+03,3.691492000000000075e+02,3.963330000000000268e+02,6.197397000000000045e-01,1.206590000000000024e-01,2.356853000000000087e+00,-8.757652999999999688e-01,8.000000000000000000e+01,1.886149000000000076e+00
6.499320999999999913e+03,1.962706000000000017e+02,5.674601000000000113e+02,5.077433999999999559e-01,3.836121000000000114e-01,-1.083172999999999941e+00,-1.266294000000000031e+00,2.000000000000000000e+01,2.752060000000000173e+00
6.234961000000000240e+03,1.109866999999999990e+02,3.735572999999999979e+02,1.573253000000000013e-01,3.064425000000000066e-01,1.311506000000000061e+00,-9.868095000000000061e-01,2.000000000000000000e+01,2.553710000000000147e+00
5.712628999999999905e+03,4.408767000000000280e+02,9.865766999999999598e+02,9.527278000000000135e-01,5.335651000000000144e-01,2.467922999999999867e+00,1.508276000000000061e-01,6.000000000000000000e+01,3.395955999999999975e+00
6.692212999999999738e+03,2.080398999999999887e+02,1.772208000000000084e+03,9.037754999999999539e-01,9.572500000000000453e-01,-1.118627000000000038e+00,1.813809999999999867e-01,5.000000000000000000e+01,3.799926000000000137e+00
8.674310999999999694e+03,2.661802999999999884e+02,1.188125999999999976e+03,7.192665999999999782e-01,6.657920000000000504e-01,1.228704999999999936e+00,8.171194000000000512e-01,5.000000000000000000e+01,2.922543999999999809e+00
6.570277000000000044e+03,1.814294999999999902e+02,1.204989000000000033e+03,4.865876000000000090e-01,1.390341999999999967e-01,-2.281715000000000160e+00,1.047906000000000011e-02,9.000000000000000000e+01,1.874778999999999973e+00
9.286102999999999156e+03,3.840169999999999959e+02,1.877393000000000029e+03,3.368870999999999949e-01,5.510505000000000264e-02,8.355162000000000422e-01,-4.324507000000000212e-01,5.000000000000000000e+01,3.083314000000000110e+00
8.788936999999999898e+03,1.215776999999999930e+02,9.029719000000000051e+02,9.969491999999999798e-01,2.783089999999999731e-01,7.101437999999999917e-01,9.033035000000000370e-01,5.000000000000000000e+01,1.515023999999999926e+00
9.338609000000000378e+03,1.919329999999999927e+02,1.438443999999999960e+03,3.894162999999999930e-01,2.598830999999999780e-01,8.492351000000000205e-01,5.777478999999999809e-01,8.000000000000000000e+01,2.533367000000000147e+00
6.713427999999999884e+03,2.496925999999999988e+02,4.176983000000000175e+02,1.936659000000000019e-01,4.707373000000000252e-01,-1.782057000000000002e+00,-9.873269999999999547e-01,4.000000000000000000e+01,2.788425000000000153e+00
5.680537000000000262e+03,4.482636999999999716e+02,1.750732999999999947e+03,4.638147000000000242e-01,4.086120999999999781e-01,-1.248645999999999923e+00,1.203382000000000063e-01,1.000000000000000000e+01,4.722157000000000160e+00
7.695365999999999985e+03,4.899615000000000009e+02,3.360068999999999733e+02,3.479879000000000167e-01,2.572809999999999819e-01,-9.905262000000000233e-01,1.248801000000000050e+00,0.000000000000000000e+00,1.739125000000000032e+00
7.471747000000000298e+03,3.458679999999999950e+02,1.486387999999999920e+03,2.566568000000000183e-01,3.052019999999999733e-01,1.962804999999999911e+00,4.606480000000000019e-01,3.000000000000000000e+01,3.833511000000000113e+00
9.350286000000000058e+03,3.984657000000000266e+02,4.606666000000000167e+02,5.194239000000000495e-01,7.137189000000000449e-01,-2.432665000000000077e+00,-8.083021999999999707e-01,3.000000000000000000e+01,1.436725999999999948e+00
5.694579999999999927e+03,4.705584999999999809e+02,6.774792999999999665e+02,9.123831999999999498e-01,1.455760000000000109e-01,-1.801145999999999914e+00,8.399391000000000496e-01,6.000000000000000000e+01,3.660937000000000108e+00
8.818200999999999112e+03,4.909787999999999784e+02,1.288556000000000040e+03,3.012276999999999871e-01,9.941461000000000325e-01,-2.170516000000000112e+00,2.878234000000000070e-01,7.000000000000000000e+01,4.639086999999999961e+00
8.704391999999999825e+03,4.826902000000000044e+02,9.228673000000000002e+02,9.117060999999999638e-01,3.277666000000000190e-01,-6.435237999999999792e-01,-9.788428999999999602e-01,8.000000000000000000e+01,2.859703999999999802e+00
7.275207000000000335e+03,2.150641999999999996e+02,1.478214999999999918e+03,9.369608000000000381e-01,2.608365999999999740e-01,-3.573606999999999756e-01,1.502286000000000010e+00,7.000000000000000000e+01,2.952827999999999786e+00
9.404596999999999753e+03,1.945557000000000016e+02,1.651396999999999935e+03,8.161370000000000013e-01,6.177709000000000117e-01,1.902118999999999893e-01,1.370138000000000078e+00,6.000000000000000000e+01,2.794239000000000139e+00
7.925118999999999687e+03,3.794888000000000261e+02,1.442718000000000075e+03,9.104877000000000109e-01,2.779024999999999967e-01,-7.769141999999999715e-02,-7.588962000000000208e-01,0.000000000000000000e+00,2.172992999999999952e+00
5.583297999999999774e+03,1.331449000000000069e+02,1.105463999999999942e+03,8.111591000000000218e-01,6.667359999999999953e-01,1.736485999999999974e+00,-1.176935000000000064e+00,5.000000000000000000e+01,4.587680999999999898e+00
8.420881999999999607e+03,3.665500000000000114e+02,1.748733999999999924e+03,2.296187000000000089e-01,9.554439999999999600e-01,1.638387999999999955e+00,4.371978000000000253e-01,1.000000000000000000e+01,4.378929000000000293e+00
8.480506999999999607e+03,3.451641000000000190e+02,6.370249000000000024e+02,2.651080000000000103e-02,6.878999000000000086e-01,3.125307999999999975e+00,-1.088902000000000037e+00,4.000000000000000000e+01,1.394973000000000019e+00
8.927043999999999869e+03,3.122334000000000174e+02,1.056442000000000007e+03,6.277584999999999971e-01,6.148529999999999829e-01,-2.343059999999999921e+00,1.117911000000000099e+00,4.000000000000000000e+01,4.740003999999999884e+00
8.736209000000000742e+03,3.892968999999999937e+02,8.032935999999999694e+02,3.107560999999999796e-01,6.311685000000000212e-02,-6.783565000000000289e-01,1.215354000000000045e+00,5.000000000000000000e+01,2.179232999999999976e+00
9.158953999999999724e+03,3.217558000000000220e+02,6.883320999999999685e+02,1.814754000000000089e-01,2.870211999999999763e-01,-2.224726999999999955e-01,-8.042850000000000277e-01,7.000000000000000000e+01,2.992262999999999895e+00
8.066131999999999607e+03,4.379230000000000018e+02,1.665914999999999964e+03,8.621961000000000208e-01,6.682342000000000004e-01,2.762748000000000204e+00,9.780035999999999730e-01,8.000000000000000000e+01,2.628972999999999782e+00
6.688260000000000218e+03,1.080538999999999987e+02,4.857980000000000018e+02,8.912934999999999608e-01,9.314994000000000052e-03,-2.467665000000000219e+00,-1.185195999999999916e+00,2.000000000000000000e+01,8.100869000000000542e-01
6.587728000000000065e+03,2.942638000000000034e+02,1.023450000000000045e+03,3.653005999999999753e-01,1.063733000000000040e-01,1.981011000000000022e-01,-6.955411999999999706e-01,2.000000000000000000e+01,3.205595000000000194e+00
7.580604000000000269e+03,4.239250999999999863e+02,1.281269000000000005e+03,9.867493999999999987e-01,5.210367999999999666e-01,-2.638888999999999818e-01,1.331749999999999989e+00,0.000000000000000000e+00,2.491121999999999836e+00
8.801630999999999403e+03,3.369630000000000223e+02,1.964494999999999891e+03,3.388225999999999738e-01,5.405383000000000271e-01,-2.524481000000000197e+00,-6.963819999999999455e-01,7.000000000000000000e+01,2.207752999999999854e+00
6.163615999999999985e+03,1.345641999999999996e+02,3.730138000000000034e+02,2.424272000000000094e-01,3.393343999999999805e-01,-2.681455999999999840e+00,-1.281441999999999970e+00,2.000000000000000000e+01,1.448776000000000064e+00
5.776284999999999854e+03,3.130833999999999833e+02,5.953613000000000284e+02,1.591945999999999917e-01,7.295445999999999875e-01,-2.096109999999999918e+00,4.717219999999999747e-02,1.000000000000000000e+01,3.624010000000000176e+00
8.276725000000000364e+03,3.956795000000000186e+02,8.473976000000000113e+02,4.153645999999999727e-02,7.891382000000000119e-01,-1.811903000000000041e+00,-4.605538000000000132e-01,3.000000000000000000e+01,3.237458000000000169e+00
8.265600000000000364e+03,2.571752999999999929e+02,1.307449000000000069e+03,3.891683000000000225e-01,3.058707000000000092e-02,1.245192000000000077e+00,-8.329811000000000298e-01,9.000000000000000000e+01,3.777692000000000050e+00
5.939283000000000357e+03,2.191968999999999994e+02,1.644503999999999905e+03,4.500434000000000205e-03,8.854282999999999459e-01,-2.766761999999999944e+00,-3.818890999999999813e-01,6.000000000000000000e+01,2.943785000000000096e+00
6.050577000000000226e+03,2.637248999999999910e+02,8.608143000000000029e+02,8.105542999999999498e-01,5.705850999999999562e-01,-9.643055000000000376e-02,6.684452999999999923e-02,7.000000000000000000e+01,2.893365000000000187e+00
6.392952000000000226e+03,3.369660000000000082e+02,9.384470999999999776e+02,5.882530000000000259e-01,4.913625999999999827e-01,-9.687717999999999607e-01,-8.448826999999999865e-01,2.000000000000000000e+01,3.189618999999999982e+00
7.743301000000000386e+03,3.983276000000000181e+02,4.518489000000000146e+02,5.003589999999999982e-01,5.254472999999999505e-01,4.745306000000000246e-01,-9.645921999999999830e-02,8.000000000000000000e+01,2.574384999999999923e+00
6.524988999999999578e+03,4.136657999999999902e+02,1.673826999999999998e+03,4.447548999999999947e-02,5.004218999999999751e-01,1.468101000000000100e+00,1.850741999999999943e-01,5.000000000000000000e+01,3.978432999999999886e+00
8.988771000000000640e+03,3.207599000000000160e+02,4.896768999999999892e+02,8.096860999999999642e-01,9.480155999999999583e-01,1.976425000000000098e+00,-3.346759000000000261e-01,0.000000000000000000e+00,2.919287999999999883e+00
6.429349000000000160e+03,3.093734000000000037e+02,3.629841000000000122e+02,7.242688000000000459e-01,7.069716000000000333e-01,-1.304071999999999898e+00,-9.697799000000000280e-01,3.000000000000000000e+01,3.270770999999999873e+00
6.833055999999999585e+03,4.259866999999999848e+02,1.710020999999999958e+03,7.444032000000000426e-01,9.786949999999999816e-01,-1.456325000000000092e+00,-1.138845000000000107e+00,2.000000000000000000e+01,4.641771000000000313e+00
9.107601000000000568e+03,1.460774000000000115e+02,9.468310999999999922e+02,2.888209999999999944e-01,6.501725000000000421e-01,-1.736879000000000062e+00,-1.033802000000000110e+00,4.000000000000000000e+01,3.353305999999999898e+00
6.074055999999999585e+03,4.312674999999999841e+02,4.462117999999999824e+02,9.688286000000000397e-01,9.620712999999999626e-01,5.466252999999999806e-01,4.787385000000000113e-01,6.000000000000000000e+01,3.167942000000000036e+00
6.527405999999999949e+03,3.858333000000000084e+02,3.681920000000000073e+02,4.069612000000000229e-01,7.132555000000000145e-02,-2.358680999999999806e+00,1.301838999999999968e+00,5.000000000000000000e+01,3.697845000000000049e+00
9.451600000000000364e+03,1.445797000000000025e+02,1.625571999999999889e+03,4.619167000000000134e-01,6.180240000000000178e-01,2.850706000000000184e+00,-3.840147999999999895e-01,3.000000000000000000e+01,2.185114000000000001e+00
7.888069000000000415e+03,4.519870999999999981e+02,9.552804999999999609e+02,6.758750999999999509e-01,1.910032000000000119e-01,-6.898025000000000684e-02,-4.792957999999999941e-01,4.000000000000000000e+01,2.975937000000000054e+00
8.900157999999999447e+03,1.101693999999999960e+02,3.059187000000000012e+02,7.157350999999999575e-01,6.716630000000000100e-01,2.195902999999999938e+00,-2.760161999999999893e-01,8.000000000000000000e+01,1.135496000000000061e+00
9.089787000000000262e+03,2.042930000000000064e+02,1.279318999999999960e+03,3.096859999999999891e-02,7.149423999999999779e-01,8.974398999999999571e-01,-7.261191000000000173e-01,3.000000000000000000e+01,3.729725000000000179e+00
9.083904000000000451e+03,1.280383999999999958e+02,1.343614000000000033e+03,2.943492999999999804e-01,1.073715000000000043e-03,8.961025000000000240e-01,1.207179999999999920e+00,3.000000000000000000e+01,1.739875999999999978e+00
7.907622000000000298e+03,4.389673999999999978e+02,2.955106999999999857e+02,1.235461999999999949e-01,5.857355000000000200e-02,-7.411208999999999714e-01,2.638196999999999903e-01,7.000000000000000000e+01,2.274135999999999935e+00
6.411627000000000407e+03,2.459415999999999940e+02,2.377633999999999901e+02,7.367390000000000327e-01,1.954261999999999944e-01,-7.132332000000000116e-01,1.003455999999999904e+00,7.000000000000000000e+01,2.157960000000000100e+00
8.113578999999999724e+03,1.846766000000000076e+02,9.489263999999999442e+02,1.320674000000000015e-01,9.024680000000000479e-01,2.348395000000000066e-01,9.889588000000000267e-01,8.000000000000000000e+01,3.293597000000000108e+00
7.776146999999999935e+03,2.328509999999999991e+02,3.211954000000000065e+02,9.984496000000000482e-01,7.886530000000000484e-01,-1.248221999999999943e+00,5.290158999999999834e-01,0.000000000000000000e+00,2.572664000000000062e+00
5.797604999999999563e+03,1.392631000000000085e+02,1.194199000000000069e+03,5.155982000000000065e-01,4.409401000000000015e-01,-2.175886999999999905e+00,-1.808163000000000131e-01,9.000000000000000000e+01,2.457043999999999784e+00
5.651009000000000015e+03,2.612309999999999945e+02,8.127700999999999567e+02,2.901074000000000153e-01,4.661698000000000230e-01,2.811946999999999974e+00,9.834123000000000170e-01,7.000000000000000000e+01,5.010290000000000354e+00
7.196859000000000378e+03,1.688688999999999965e+02,1.731667999999999893e+03,7.142536999999999914e-01,6.734094000000000468e-01,1.336224999999999996e+00,-6.211545000000000538e-01,2.000000000000000000e+01,3.980243000000000198e+00
8.870075000000000728e+03,1.958268999999999949e+02,8.085927000000000362e+02,3.392956999999999779e-01,6.501240999999999826e-01,-9.334367999999999554e-01,-8.126109999999999722e-01,2.000000000000000000e+01,3.018289999999999917e+00
6.694547999999999774e+03,4.943235000000000241e+02,1.154978000000000065e+03,5.300470000000000459e-01,6.956580999999999460e-01,-2.002035999999999927e+00,-1.384568999999999939e+00,5.000000000000000000e+01,4.715398999999999674e+00
7.203797999999999774e+03,3.382733000000000061e+02,3.194424999999999955e+02,2.761815000000000242e-01,4.484392999999999851e-01,-2.521552000000000238e-01,-3.428208999999999840e-01,5.000000000000000000e+01,2.896262000000000114e+00
6.981465000000000146e+03,1.079420999999999964e+02,1.680650000000000091e+03,7.077478000000000380e-01,9.181264000000000092e-01,-1.490820000000000034e+00,-3.778784000000000032e-01,8.000000000000000000e+01,4.363291000000000253e+00
5.853722999999999956e+03,4.781014999999999873e+02,3.102658000000000129e+02,7.284152000000000404e-01,9.232136000000000509e-02,-2.715765000000000207e+00,-8.506635999999999642e-01,3.000000000000000000e+01,8.016284999999999661e-01
8.504822000000000116e+03,3.764644999999999868e+02,1.117699000000000069e+03,5.612897000000000025e-01,5.684185000000000487e-01,-2.345380000000000020e+00,-1.453194000000000097e+00,8.000000000000000000e+01,4.759268999999999750e+00
6.765060000000000400e+03,3.248299999999999841e+02,1.648457000000000107e+03,2.371350000000000124e-01,8.245993000000000350e-01,-2.933854000000000184e+00,1.220806999999999976e+00,3.000000000000000000e+01,7.337279999999999802e+00
6.646628999999999905e+03,2.710729000000000042e+02,4.487253999999999792e+02,6.565263999999999545e-01,4.976982999999999824e-01,1.193173999999999957e+00,1.483808999999999934e+00,4.000000000000000000e+01,3.377690999999999999e+00
6.391398000000000138e+03,3.200273000000000252e+02,1.410038000000000011e+03,2.366675000000000029e-01,1.463012999999999952e-01,-2.705414999999999903e+00,-5.406022000000000327e-01,3.000000000000000000e+01,1.782559999999999922e+00
6.782784999999999854e+03,4.748215000000000146e+02,1.446084000000000060e+03,1.808575000000000044e-01,6.103003000000000178e-01,9.375383999999999940e-01,1.508766000000000052e+00,6.000000000000000000e+01,6.020922999999999803e+00
7.331121000000000095e+03,1.900166000000000111e+02,9.630915999999999713e+02,9.475514000000000436e-01,6.860104999999999675e-01,-2.494724000000000164e+00,-1.400613000000000108e+00,5.000000000000000000e+01,2.543972000000000122e+00
8.877693999999999505e+03,3.994760999999999740e+02,2.730665999999999940e+02,1.321404999999999941e-01,4.917259999999999964e-01,3.059976999999999947e+00,-1.119274000000000102e+00,9.000000000000000000e+01,3.025555000000000216e+00
9.450995999999999185e+03,2.996562000000000126e+02,6.423255000000000337e+02,1.715731000000000062e-01,3.095026000000000166e-01,1.525441000000000047e+00,-5.382584999999999731e-01,4.000000000000000000e+01,2.606110999999999844e+00
6.691470999999999549e+03,1.430875000000000057e+02,1.766366999999999962e+03,4.888166999999999929e-01,7.902940000000000520e-01,1.694271000000000083e+00,1.106681999999999944e+00,6.000000000000000000e+01,6.658911999999999942e+00
6.235435999999999694e+03,3.566530000000000200e+02,8.424369000000000369e+02,6.070174000000000403e-01,8.856851000000000029e-01,2.008507999999999960e+00,1.165288000000000102e+00,3.000000000000000000e+01,4.644211999999999563e+00
7.248487000000000080e+03,4.009821000000000026e+02,1.891262999999999920e+03,7.564872000000000263e-02,5.221097999999999573e-01,3.747491000000000017e-01,5.167060999999999460e-01,3.000000000000000000e+01,3.174204000000000025e+00
9.222031000000000859e+03,1.692770999999999901e+02,3.255944999999999823e+02,8.552613999999999495e-01,3.004267999999999939e-01,-1.621722000000000108e+00,-9.034613999999999701e-01,3.000000000000000000e+01,1.739776999999999907e+00
8.455878000000000611e+03,1.559964999999999975e+02,1.399920000000000073e+03,3.860764999999999891e-01,4.018250000000000294e-02,1.271414000000000044e+00,-9.702956000000000358e-01,9.000000000000000000e+01,4.447919999999999874e+00
7.567387999999999920e+03,2.569316999999999780e+02,1.870973999999999933e+03,6.697216999999999754e-01,8.802677999999999892e-02,3.050651999999999808e-01,1.163570000000000021e-01,8.000000000000000000e+01,2.772270999999999930e+00
6.885484999999999673e+03,2.482855999999999881e+02,9.782618999999999687e+02,7.044331000000000342e-01,4.431010000000000226e-01,-8.298948999999999909e-01,1.394625000000000004e+00,5.000000000000000000e+01,3.378951999999999956e+00
8.570102999999999156e+03,4.797730000000000246e+02,1.686402000000000044e+03,4.374642999999999726e-01,5.747588999999999615e-01,1.748718999999999912e+00,1.496621999999999897e+00,6.000000000000000000e+01,6.093976999999999755e+00
6.612570999999999913e+03,3.631367999999999938e+02,4.647529000000000110e+02,4.507987999999999995e-01,5.071921999999999819e-01,-2.680083999999999911e+00,-1.437273000000000023e+00,6.000000000000000000e+01,2.930038000000000142e+00
5.632708999999999833e+03,1.169817000000000036e+02,1.278241999999999962e+03,8.304658000000000317e-01,2.832511999999999808e-01,2.001005000000000145e+00,1.506483000000000017e+00,6.000000000000000000e+01,5.022676999999999836e+00
9.294218999999999141e+03,3.510165999999999826e+02,7.496064999999999827e+02,6.464642999999999917e-01,5.932903000000000482e-01,-2.225176999999999961e+00,-1.217632999999999965e+00,3.000000000000000000e+01,2.019788999999999835e+00
8.746237999999999374e+03,2.947083999999999833e+02,9.773159000000000560e+02,1.022997999999999963e-01,6.473206999999999711e-01,-8.244405000000000205e-01,4.484254999999999769e-01,2.000000000000000000e+01,2.718431999999999960e+00
7.854408000000000357e+03,3.105303000000000111e+02,1.814461000000000013e+03,7.117444000000000548e-02,1.068063999999999958e-01,-2.706894999999999829e+00,3.303238000000000008e-01,7.000000000000000000e+01,4.952266999999999975e+00
9.183068999999999505e+03,1.580174000000000092e+02,6.607487999999999602e+02,6.185000999999999971e-01,9.820194999999999619e-02,2.987152000000000029e+00,3.742927999999999811e-01,7.000000000000000000e+01,3.528604000000000074e+00
8.252468000000000757e+03,1.438440999999999974e+02,1.332961000000000013e+03,2.877121999999999735e-01,1.238540999999999948e-01,-1.064664000000000055e+00,1.775705999999999951e-01,8.000000000000000000e+01,3.029450999999999894e+00
7.933791000000000167e+03,4.512044000000000210e+02,1.873563000000000102e+03,1.131592000000000015e-01,8.181886999999999910e-01,2.464865999999999779e+00,8.382777999999999619e-01,3.000000000000000000e+01,6.508382000000000112e+00
8.428336999999999534e+03,1.532130999999999972e+02,3.688292999999999893e+02,6.607720999999999734e-01,2.773652999999999813e-01,6.481131999999999449e-01,-3.144422000000000050e-01,5.000000000000000000e+01,2.314006000000000007e+00
8.433540000000000873e+03,1.155563999999999965e+02,2.689932000000000016e+02,7.352216999999999780e-01,2.449187999999999921e-01,-1.422458000000000056e-01,1.783736999999999961e-01,5.000000000000000000e+01,1.889227999999999907e+00
9.158018000000000029e+03,4.700038999999999874e+02,7.190601000000000340e+02,5.923241000000000200e-01,7.188771999999999940e-01,-1.502307999999999977e+00,-8.342045999999999628e-01,3.000000000000000000e+01,3.042212000000000138e+00
8.046225999999999658e+03,2.695876999999999839e+02,1.692984999999999900e+03,9.356105000000000116e-01,4.752798999999999774e-01,2.820476000000000205e+00,-2.158329999999999971e-01,1.000000000000000000e+01,2.643724999999999881e+00
6.936275999999999840e+03,1.087567999999999984e+02,1.423772999999999911e+03,1.109717999999999954e-01,4.269999999999999907e-01,-2.456917999999999935e+00,1.174096000000000029e+00,5.000000000000000000e+01,4.885526999999999731e+00
5.781295000000000073e+03,2.072544000000000040e+02,1.309788999999999987e+03,6.902553000000000161e-01,2.599440999999999904e-02,-1.315425999999999984e+00,5.628476999999999508e-01,3.000000000000000000e+01,2.372736999999999874e+00
6.999300000000000182e+03,4.353405000000000200e+02,1.413619999999999891e+03,5.252533999999999675e-02,8.601638000000000339e-01,-6.198570999999999942e-03,-9.445358999999999838e-01,9.000000000000000000e+01,3.791387999999999980e+00
5.681600000000000364e+03,1.423708000000000027e+02,6.859746999999999844e+02,5.638258999999999910e-01,7.937741000000000380e-01,9.709982000000000335e-01,-1.506323999999999996e+00,8.000000000000000000e+01,5.841879999999999740e+00
8.338260000000000218e+03,3.485588000000000193e+02,1.486452999999999975e+03,7.553358999999999490e-01,8.232826000000000033e-02,1.581868000000000052e+00,-1.090350999999999959e-01,7.000000000000000000e+01,2.680175999999999892e+00
8.773128000000000611e+03,3.807921999999999798e+02,1.859333000000000084e+03,7.483526000000000344e-01,9.251333000000000473e-01,-1.793930000000000025e+00,1.411596999999999991e+00,1.000000000000000000e+01,3.443601999999999830e+00
8.133101999999999862e+03,4.224272000000000276e+02,7.867080999999999449e+02,3.860658000000000145e-01,5.378684999999999716e-01,1.932490999999999959e+00,9.349528000000000283e-01,8.000000000000000000e+01,3.871658000000000044e+00
6.458140000000000327e+03,3.134451000000000249e+02,6.429394999999999527e+02,3.778534000000000059e-01,5.174672999999999634e-01,3.902047000000000154e-01,1.556877000000000066e+00,5.000000000000000000e+01,3.052858000000000072e+00
5.587159999999999854e+03,4.188272000000000048e+02,7.021407000000000380e+02,8.049391999999999658e-01,5.137950000000000017e-01,1.538723000000000063e+00,8.952223000000000264e-01,7.000000000000000000e+01,4.635145999999999766e+00
6.918146999999999935e+03,2.400300000000000011e+02,1.109842000000000098e+03,5.720305999999999447e-01,7.701962999999999449e-01,-6.686161999999999939e-01,-6.699211000000000471e-01,7.000000000000000000e+01,3.572776000000000174e+00
7.625201000000000022e+03,2.125954999999999870e+02,6.577387999999999693e+02,9.574300999999999506e-01,2.342718000000000023e-01,9.867391999999999830e-02,4.135267000000000248e-01,8.000000000000000000e+01,1.627116000000000007e+00
9.371358000000000175e+03,4.786827000000000112e+02,1.652769999999999982e+03,5.558499999999999552e-01,6.398798999999999459e-01,-1.968261000000000038e+00,-8.186516000000000348e-01,5.000000000000000000e+01,2.490250000000000075e+00
7.486231999999999971e+03,1.924560999999999922e+02,1.075326000000000022e+03,5.941870999999999681e-01,3.136793999999999971e-01,-2.725560999999999900e+00,1.363648999999999889e+00,2.000000000000000000e+01,3.430454000000000114e+00
8.566468000000000757e+03,3.166822999999999979e+02,4.479667999999999779e+02,2.690300999999999942e-01,7.927627000000000423e-01,2.967451000000000061e+00,-8.568805000000000449e-01,8.000000000000000000e+01,2.199934999999999974e+00
8.624525999999999840e+03,2.749696999999999889e+02,1.603968000000000075e+03,9.830972000000000044e-01,3.887444999999999928e-01,2.635745000000000005e+00,-1.444069999999999965e+00,9.000000000000000000e+01,3.063642000000000198e+00
5.998395000000000437e+03,1.625341999999999985e+02,6.249937999999999647e+02,6.843339000000000505e-01,4.774074999999999847e-01,1.491398999999999919e+00,-2.237577000000000038e-01,9.000000000000000000e+01,3.022590000000000110e+00
7.257481999999999971e+03,4.977930999999999813e+02,6.452999999999999545e+02,5.455697999999999936e-01,8.262783999999999685e-01,-2.718087999999999838e+00,5.142236999999999503e-01,5.000000000000000000e+01,3.396633000000000013e+00
9.111987999999999374e+03,3.625788000000000011e+02,1.356057000000000016e+03,1.632008000000000070e-01,2.867916999999999828e-01,-9.362536999999999665e-01,1.258841000000000099e+00,5.000000000000000000e+01,3.227244999999999919e+00
7.454564000000000306e+03,1.717109000000000094e+02,3.811105000000000018e+02,3.254999000000000087e-01,1.379894000000000120e-01,-2.080973000000000184e+00,-1.514671000000000101e+00,7.000000000000000000e+01,4.922272999999999676e+00
6.886253999999999905e+03,3.170212999999999965e+02,7.431616999999999962e+02,9.944963999999999471e-01,7.124424999999999786e-01,-3.091290999999999900e-01,-8.801001999999999992e-01,9.000000000000000000e+01,2.507588999999999846e+00
7.127157000000000153e+03,2.087161999999999864e+02,1.278385999999999967e+03,2.701395999999999797e-01,8.508206999999999853e-01,1.438336000000000059e+00,-2.908985000000000043e-01,1.000000000000000000e+01,4.307876000000000261e+00
7.280719000000000051e+03,2.609307999999999765e+02,1.866142000000000053e+03,5.237220999999999682e-01,2.146100999999999981e-01,-1.230097999999999914e+00,5.429536000000000362e-01,9.000000000000000000e+01,3.540833999999999815e+00
8.347301999999999680e+03,1.169253999999999962e+02,7.244029000000000451e+02,8.607626000000000166e-02,7.278704000000000285e-01,2.482997999999999816e+00,-1.264588000000000045e+00,6.000000000000000000e+01,3.082003999999999966e+00
9.163240999999999985e+03,2.095703000000000031e+02,1.274492999999999938e+03,9.101316000000000406e-01,8.986478999999999995e-02,1.863982000000000028e+00,-1.338907000000000069e+00,2.000000000000000000e+01,1.474356999999999918e+00
7.821807999999999993e+03,4.204390000000000214e+02,1.864986000000000104e+03,4.433722999999999970e-01,2.839542999999999928e-01,-2.579857000000000067e+00,-1.300923999999999969e+00,7.000000000000000000e+01,3.438051000000000190e+00
8.757334999999999127e+03,3.273822999999999865e+02,1.884415999999999940e+03,5.603660000000000307e-01,1.268826000000000120e-01,2.646455000000000002e+00,6.485275999999999819e-01,2.000000000000000000e+01,3.738560000000000105e+00
9.097538000000000466e+03,2.860496999999999730e+02,2.424834999999999923e+02,4.538828999999999780e-01,7.344663999999999637e-01,1.142247999999999930e+00,2.483479000000000103e-01,0.000000000000000000e+00,2.700436999999999976e+00
